Name,Rating,Hospital Ownership,Mortality,Safety,Patient Experience,Effectiveness of Care,Timeliness,Medical Imaging Efficiency
"ST ANTHONY HOSPITAL",3,6,2,2,2,2,1,2
"BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE",3,5,2,1,3,2,3,2
"ST JOSEPH MEDICAL CENTER",4,7,3,3,2,2,2,3
"WHEATON FRANCISCAN HEALTHCARE FRANKLIN",4,5,2,2,3,2,3,2
"WILSON N JONES REGIONAL MEDICAL CENTER",3,9,2,1,1,2,3,2
"LDS HOSPITAL",4,5,2,2,3,2,2,2
"TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH",4,6,2,2,2,1,2,2
"AURORA MEDICAL CTR OSHKOSH",4,5,2,2,3,2,3,2
"RIVERSIDE REGIONAL MEDICAL CENTER",3,5,2,3,2,2,2,3
"MEDICAL CITY DALLAS HOSPITAL",3,9,2,2,3,2,2,2
"CARILION ROANOKE MEMORIAL HOSPITAL",2,5,2,1,1,2,1,3
"WYTHE COUNTY COMMUNITY HOSPITAL",3,9,2,2,2,1,3,1
"FAIRMONT REGIONAL MEDICAL CENTER",2,5,2,2,1,2,3,1
"MERCY HEALTH SYSTEM CORP",3,5,2,3,3,2,3,3
"PRINCETON COMMUNITY HOSPITAL",2,2,2,2,2,1,2,1
"METHODIST HOSPITAL",4,9,2,3,2,3,1,2
"VALLEY HOSPITAL",3,9,2,1,2,2,2,2
"PROVIDENCE ST PETER HOSPITAL",3,5,3,2,2,2,1,2
"OCONOMOWOC MEMORIAL HOSPITAL",4,7,2,2,3,2,2,2
"SOUTHSIDE REGIONAL MEDICAL CENTER",2,9,2,2,1,2,2,1
"RIVERSIDE WALTER REED HOSPITAL",3,5,2,3,2,2,2,3
"ST NICHOLAS HOSPITAL",3,5,2,2,2,2,2,2
"SWEDISH MEDICAL CENTER / CHERRY HILL",3,6,2,1,2,2,3,2
"SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER",4,5,2,3,3,2,1,2
"METHODIST CHARLTON MEDICAL CENTER",3,5,2,1,1,2,1,2
"PEACHEALTH ST JOHN MEDICAL CENTER",3,6,2,2,1,1,2,2
"CHARLESTON AREA MEDICAL CENTER",3,5,1,1,1,2,1,2
"NORTH AUSTIN MEDICAL CENTER",4,9,2,3,3,3,2,3
"TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON",4,5,1,3,2,2,2,2
"NORTON COMMUNITY HOSPITAL",4,7,2,2,2,2,2,2
"SCENIC MOUNTAIN MEDICAL CENTER",2,9,3,2,1,2,2,2
"LUBBOCK HEART HOSPITAL LP",4,9,2,2,3,2,3,2
"MARY IMMACULATE HOSPITAL",3,5,2,1,2,2,2,2
"ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND",3,5,2,1,3,2,3,2
"TWIN COUNTY REGIONAL HOSPITAL",2,5,2,2,1,2,3,2
"ST LUKE'S THE WOODLANDS HOSPITAL",2,5,2,1,1,2,1,2
"CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME",2,6,1,1,1,1,1,1
"ST DAVID'S SOUTH AUSTIN MEDICAL CENTER",4,9,2,3,3,2,3,3
"MEMORIAL HERMANN NORTHEAST",4,1,1,3,2,2,1,2
"BLUEFIELD REGIONAL MEDICAL CENTER",3,9,2,2,1,2,2,2
"STONEWALL JACKSON MEMORIAL HOSPITAL",3,5,2,2,2,2,3,2
"BAYLOR SCOTT AND WHITE MEDICAL CENTER SUNNYVALE",3,9,2,3,1,2,2,2
"THEDACARE REGIONAL MEDICAL CENTER - APPLETON INC",3,5,3,2,3,2,3,2
"KINGWOOD MEDICAL CENTER",3,9,2,3,1,2,1,1
"ASPIRUS WAUSAU HOSPITAL",3,9,2,2,2,2,3,2
"CARILION NEW RIVER VALLEY MEDICAL CENTER",4,5,2,2,3,2,1,2
"DIVINE SAVIOR HEALTHCARE",2,5,2,2,2,1,3,2
"WYOMING MEDICAL CENTER",3,2,3,2,1,2,2,3
"HENDRICK MEDICAL CENTER",4,5,2,3,2,2,1,2
"MIDLAND MEMORIAL HOSPITAL",3,1,3,1,2,1,2,2
"BERKELEY MEDICAL CENTER",3,5,2,2,1,2,2,2
"ABILENE REGIONAL MEDICAL CENTER",3,9,3,3,1,2,2,2
"MEMORIAL HOSPITAL OF MARTINSVILLE & HENRY COUNTY",2,9,2,3,1,2,3,2
"INOVA ALEXANDRIA HOSPITAL",3,5,1,2,1,2,2,2
"WHEELING HOSPITAL",2,6,3,3,1,2,1,2
"INOVA MOUNT VERNON HOSPITAL",3,5,2,3,2,2,2,2
"YAKIMA VALLEY MEMORIAL HOSPITAL",2,5,3,1,1,2,3,3
"UTAH VALLEY HOSPITAL",3,5,3,1,3,2,2,2
"MEMORIAL HERMANN HOSPITAL SYSTEM",5,5,1,3,3,1,1,1
"FROEDTERT MEMORIAL LUTHERAN HOSPITAL",3,5,2,1,3,2,2,3
"OHIO VALLEY MEDICAL CENTER",2,5,2,1,1,2,3,1
"LONESOME PINE HOSPITAL",3,7,2,2,2,2,3,1
"MAYO CLINIC HLTH SYSTEM  FRANCISCAN MED CTR",4,5,2,2,3,2,3,2
"BAYLOR SCOTT AND WHITE  MEDICAL CENTER  MCKINNEY",4,5,2,3,3,2,3,2
"HARLINGEN MEDICAL CENTER",4,9,1,3,2,2,1,2
"ST DAVID'S MEDICAL CENTER",5,7,1,3,3,3,2,3
"GRAYS HARBOR COMMUNITY HOSPITAL",2,5,3,1,1,2,2,2
"ST MARYS HOSPITAL MEDICAL CTR",3,7,2,2,3,3,3,2
"IVINSON MEMORIAL HOSPITAL",4,1,2,2,3,2,3,1
"DIXIE REGIONAL MEDICAL CENTER",4,5,3,3,3,2,2,2
"MOUNTAIN VIEW HOSPITAL",3,9,2,2,2,2,3,2
"WARREN MEMORIAL HOSPITAL",3,7,2,2,2,2,2,2
"BAYLOR SCOTT AND WHITE MEDICAL CENTER CENTENNIAL",2,7,2,1,1,2,2,2
"CHESAPEAKE GENERAL HOSPITAL",2,1,1,1,1,3,2,2
"METHODIST STONE OAK HOSPITAL",5,5,2,3,3,2,2,2
"ALTA VIEW HOSPITAL",4,5,2,2,3,2,2,2
"CHRISTUS ST MICHAEL HEALTH SYSTEM",3,6,1,1,3,2,1,1
"CENTRA  HEALTH, INC",4,5,1,3,3,2,1,3
"BELLIN MEMORIAL HOSPITAL",4,5,2,2,3,2,3,2
"METHODIST MANSFIELD MEDICAL CENTER",3,5,2,3,2,2,1,2
"UNIVERSITY OF WASHINGTON MEDICAL CTR",5,3,2,3,3,2,1,2
"BAPTIST ST ANTHONY'S HOSPITAL",4,9,1,1,3,2,1,3
"NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE",2,7,2,2,2,2,2,3
"MEDICAL CENTER OF ARLINGTON",3,9,2,3,1,2,1,2
"HILL COUNTRY MEMORIAL HOSPITAL INC",5,5,2,3,3,2,2,1
"HARRIS HEALTH SYSTEM",2,1,2,1,1,1,1,2
"SOUTHAMPTON MEMORIAL HOSPITAL",3,9,2,2,1,2,3,2
"SSM HEALTH ST CLARE HOSPITAL - BARABOO",4,5,2,2,3,2,3,2
"UNITED HOSPITAL SYSTEM",3,2,2,1,2,2,3,2
"SOUTHSIDE COMMUNITY HOSPITAL, INC",3,7,2,2,2,2,2,2
"BUCHANAN GENERAL HOSPITAL",3,5,2,2,3,2,3,2
"BAYLOR SCOTT AND WHITE MEDICAL CENTER WHITE ROCK",3,9,2,2,1,2,1,2
"SPOTSYLVANIA REGIONAL MEDICAL CENTER",3,9,2,3,1,2,3,2
"SAMARITAN HOSPITAL",3,1,2,2,2,2,2,2
"MEDICAL CENTER HOSPITAL",2,1,3,1,1,2,2,2
"ST ELIZABETH HOSPITAL",4,5,2,3,3,2,3,2
"ST VINCENT HOSPITAL",2,6,3,1,3,3,3,2
"SENTARA RMH MEDICAL CENTER",3,5,1,2,2,2,2,2
"SENTARA VIRGINIA BEACH GENERAL HOSPITAL",3,7,2,2,3,2,1,2
"BAYLOR REGIONAL MEDICAL CENTER AT PLANO",4,7,2,2,3,2,3,2
"ROUND ROCK MEDICAL CENTER",4,7,2,3,2,2,2,2
"WALLA WALLA GENERAL HOSPITAL",3,6,2,2,2,2,3,2
"AURORA LAKELAND MEDICAL CENTER",4,5,2,3,3,2,3,2
"VIRGINIA HOSPITAL CENTER",4,5,2,3,3,3,1,2
"CLEAR LAKE REGIONAL MEDICAL CENTER",3,9,1,3,1,2,2,2
"PLEASANT VALLEY HOSPITAL",3,5,2,2,2,1,3,2
"JOHNSTON MEMORIAL HOSPITAL",3,5,2,3,1,2,2,3
